id,product_name,product_sku,pack_size,pack_unit,servings_per_pack,dose_per_serving,dose_unit,price_eur,price_per_serving,form,is_vegan,is_organic,allergens,product_url,is_verified,is_recommended,popularity_score,quality_tags,ingredients,created_at,brand_name,brand_slug,brand_country,brand_website,brand_price_tier,brand_specialization,brand_quality_certifications,supplement_name,supplement_category,default_dosage,default_unit,timing_constraint,protocol_phase,impact_score,priority_score,necessity_tier,evidence_level,hallmarks_addressed,synergies,blockers,cycling_required,cycling_protocol,cost_per_day_eur,form_quality,short_description,bioavailability,potency,reviews,origin,lab_tests,purity,value,impact_score_big8,category,serving_size,servings_per_container,price,currency,dosage_per_serving,quality_purity,quality_bioavailability,quality_dosage,quality_synergy,quality_research,quality_form,quality_value,quality_transparency,timing,is_gluten_free,country_of_origin,amazon_asin,amazon_url,amazon_image,amazon_name,match_score
689d0684-373d-48c6-bc2d-f098de56df08,Boswellia Serrata 400mg,,90.0,Stück,90.0,400.0,mg,29.9,0.33,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; ultra-pure; lab-verified; clinical-dose,boswellia,2026-01-29T23:39:58.378238+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.3,,,,general,,,,,,9.0,Unterstützt general,9.0,10.0,8.0,10.0,10.0,10.0,9.0,9.29,,,,,,,,,,,,,,,,,,,,,,0.0
2001b850-f605-41d7-9a00-78dc139c0c85,Chrom GTF 200µg,,120.0,Stück,120.0,200.0,µg,17.9,0.15,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; ultra-pure; lab-verified,chromium,2026-01-29T23:39:58.958413+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.3,,,,blood_sugar;metabolism,alpha_lipoic;cinnamon;magnesium,,,,,9.0,Blutzucker-Stabilisator & Heißhunger-Bremse,9.0,9.0,8.0,10.0,10.0,10.0,10.0,9.29,,,,,,,,,,,,,,,,,,,,,,0.0
1da57439-634e-45e8-b2f2-948048420025,Citrus Bergamot 500mg,,60.0,Stück,60.0,500.0,mg,34.9,0.58,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; ultra-pure; lab-verified; clinical-dose,bergamot,2026-01-29T23:39:59.030622+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Citrus Bergamot,TRT-Support,1000,mg,any,1.0,8.5,88.0,essential,stark,general,,,Nein,,0.7,9.0,Unterstützt general,8.0,10.0,8.0,10.0,10.0,10.0,8.0,9.0,,,,,,,,,,,,,,,,,,B0DP792GNT,https://www.amazon.de/dp/B0DP792GNT,https://m.media-amazon.com/images/I/51Kmq5By0zL._AC_UL320_.jpg,"Jarrow Formulas Citrus Bergamot, 500 mg for Heart and Vascular Health, 60 Capsules",0.41
1eaf515a-d65a-4ee1-9689-cc7389b1510f,Colostrum Gold 60 Kapseln,,60.0,capsules,60.0,500.0,mg,44.9,0.75,capsule,Nein,Nein,,,Ja,Nein,0.0,immunsystem; igG; made-in-at,glutamine;probiotics,2026-01-28T23:08:54.695578+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,7.86,,,,gut;immune;inflammation;mood,collagen;fiber;vit_d3;zinc,antibiotics,,,,9.5,Darm-Heiler & Immunsupport nach dem Training,9.5,9.2,8.9,10.0,10.0,10.0,7.5,9.32,,,,,,,,,,,,,,,,,,B004UQPRU8,https://www.amazon.de/dp/B004UQPRU8,https://m.media-amazon.com/images/I/61N4-zQIGPL._AC_UL320_.jpg,LR LIFETAKT Colostrum Kapseln Nahrungsergänzungsmittel (60 Kapseln),0.5
1ec54e7c-128b-4ceb-9c97-6bbb1f25ae13,Colostrum Immun Gold 60 Caps,,60.0,capsules,60.0,400.0,mg,44.9,0.75,capsule,Nein,Nein,,,Ja,Nein,0.0,immunsystem; made-in-at,vit_c;vit_d3;zinc,2026-01-28T23:15:03.669013+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,8.1,,,,bone;collagen;energy;hormone;immune;longevity;mood;skin;testosterone,calcium;collagen;copper;iron;magnesium;omega_3;quercetin;vit_a,calcium;copper;copper_high_dose;iron,,,,9.5,Immunklassiker & Kollagen-Booster,9.5,9.5,8.8,10.0,10.0,10.0,7.5,9.35,,,,,,,,,,,,,,,,,,B00KTD6C78,https://www.amazon.de/dp/B00KTD6C78,https://m.media-amazon.com/images/I/61r9P-lM78L._AC_UL320_.jpg,Colostrum Immune Dr. Wolz Capsules,0.74
2392cc21-910a-4357-9f5f-246661fec7e3,Cordyceps Gold,,90.0,Stück,90.0,500.0,mg,34.9,0.39,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; ultra-pure; lab-verified,cordyceps,2026-01-29T23:39:58.727284+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.2,,,,endurance;energy;immune;longevity,ashwagandha;beta_alanine;coq10;rhodiola,,,,,9.0,"Raupenpilz für Ausdauer, Energie & Immunstärke",9.0,9.0,8.0,10.0,10.0,10.0,9.0,9.14,,,,,,,,,,,,,,,,,,,,,,0.0
ce8f3a10-c774-4617-a4a9-2a9921c2dfd8,Creatin Creapure 500g,,100.0,Stück,100.0,5.0,g,44.9,0.45,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; high-bioavailability; optimal-form; ultra-pure; lab-verified; clinical-dose,creatine,2026-01-29T23:39:59.305287+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.5,,,,brain;energy;muscle;performance,bcaa;beta_alanine;eaa;hmb;whey_protein,,,,,9.5,Muskelkraft & kognitive Leistung - das sicherste Supplement,9.5,10.0,9.6,10.0,10.0,10.0,7.5,9.51,,,,,,,,,,,,,,,,,,B00D1YKZGQ,https://www.amazon.de/dp/B00D1YKZGQ,https://m.media-amazon.com/images/I/612sVMI+MiL._AC_UL320_.jpg,"MY PROTEIN Creapure Creatine Monohydrate Creatine, 500 g",0.47
f62b2ffb-3ea8-4aba-8bba-efe52f76c51c,Creatin Monohydrat 300g,,300.0,g,60.0,5.0,g,29.9,0.5,powder,Nein,Nein,,,Ja,Nein,0.0,made-in-at; creapure,creatine,2026-01-28T23:16:13.790802+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.5,,,,brain;energy;muscle;performance,bcaa;beta_alanine;eaa;hmb;whey_protein,,,,,9.7,Muskelkraft & kognitive Leistung - das sicherste Supplement,9.7,10.0,9.3,10.0,10.0,10.0,8.3,9.62,,,,,,,,,,,,,,,,,,B00131T2VI,https://www.amazon.de/dp/B00131T2VI,https://m.media-amazon.com/images/I/71u4CjcujTL._AC_UL320_.jpg,Mammut Creatine Monohydrate Powder 300gm,0.73
3f6c513c-c326-4e3e-82a5-b0baf70f966a,Curcumin Phytosome 500mg,,60.0,Stück,60.0,500.0,mg,39.9,0.67,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; high-bioavailability; optimal-form; ultra-pure; lab-verified; clinical-dose,curcumin,2026-01-28T22:43:12.516698+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Curcumin,Antioxidantien,500,mg,with_fats,0.0,5.0,50.0,optimizer,moderat,brain;inflammation;longevity,boswellia;omega_3;piperine;quercetin;resveratrol,iron,Nein,,,10.0,Goldenes Antioxidans gegen Entzündungen & für Gehirn,10.0,10.0,9.0,10.0,10.0,10.0,8.0,9.57,,,,,,,,,,,,,,,,,,B0DP7972HY,https://www.amazon.de/dp/B0DP7972HY,https://m.media-amazon.com/images/I/51x69FMPxLL._AC_UL320_.jpg,Jarrow Formulas - Curcumin Phytosome (Meriva) | 500 mg for Better Bioavailability - 120 Capsules,0.4
c0d46f04-dec8-408b-98a8-fcfe693a3389,D3 K2 Tropfen 20ml,,20.0,ml,600.0,1000.0,IE D3 + 50µg K2,24.9,0.04,drops,Nein,Nein,,,Ja,Nein,0.0,made-in-at; mct-oel,vit_d3,2026-01-28T23:16:13.733172+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Vitamin D3 + K2,Testosteron,5000 IU + 200mcg,Tropfen,with_fats,0.0,9.0,92.0,essential,stark,bone;immune;longevity;mood,calcium;magnesium;omega_3;vit_k2;zinc,,Nein,,0.15,9.8,"Sonnenvitamin für Immunsystem, Knochen & Stimmung",9.8,9.5,9.4,10.0,10.0,10.0,8.5,9.62,,,,,,,,,,,,,,,,,,,,,,0.0
896e1a7c-172c-48ba-a1b3-22bc7f58f31c,D3/K2 Depot Gold 5000 IE,,120.0,capsules,120.0,5000.0,IE D3 + 200µg K2,39.9,0.33,capsule,Nein,Nein,,,Ja,Nein,0.0,all-trans-mk7; depot; made-in-at,vit_d3;vit_k2,2026-01-28T22:43:11.998564+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Vitamin D3 + K2,Testosteron,5000 IU + 200mcg,Tropfen,with_fats,0.0,9.0,92.0,essential,stark,bone;heart;immune;longevity;mood,calcium;magnesium;omega_3;zinc,warfarin,Nein,,0.15,9.5,"Sonnenvitamin für Immunsystem, Knochen & Stimmung",9.5,9.5,8.7,10.0,10.0,10.0,7.8,9.38,,,,,,,,,,,,,,,,,,,,,,0.0
cd0f0eab-a5ab-4c15-b774-934792f12410,DAA 1000mg 90 Caps,,90.0,capsules,45.0,2000.0,mg,29.9,0.66,capsule,Nein,Nein,,,Ja,Nein,0.0,testosteron; maenner; made-in-at,magnesium;zinc,2026-01-28T23:15:03.864244+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,8.98,,,,energy;hormone;immune;muscle;skin;sleep;stress;testosterone;zinc,copper;potassium;taurine;vit_a;vit_b6;vit_b_complex;vit_c;vit_d3,calcium;copper;iron,,,,9.5,"Anti-Stress-Mineral für Schlaf, Muskeln & Energie",9.5,9.5,9.7,10.0,10.0,10.0,8.3,9.56,,,,,,,,,,,,,,,,,,B008464ZO4,https://www.amazon.de/dp/B008464ZO4,https://m.media-amazon.com/images/I/61IAuQfKpmL._AC_UL320_.jpg,Trec Nutrition DAA Ultra - 120 capsules / 1180 mg,0.33
d5805c19-13ae-4ff8-a279-2897be14dd9e,DHEA 25mg Gold,,60.0,capsules,60.0,25.0,mg,39.9,0.67,capsule,Nein,Nein,,,Ja,Nein,0.0,hormon-vorlaeufer; made-in-at,ashwagandha,2026-01-28T22:43:12.910367+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,8.7,,,,cortisol;sleep;stress;testosterone,l_theanine;magnesium;rhodiola;vit_b_complex;zinc,,,,,9.5,"Adaptogen gegen Stress, für Schlaf & Testosteron",9.5,9.7,9.5,10.0,10.0,10.0,7.8,9.5,,,,,,,,,,,,,,,,,,B07NQSBFSG,https://www.amazon.de/dp/B07NQSBFSG,https://m.media-amazon.com/images/I/51ek3j5Ad8L._AC_UL320_.jpg,DHEANNE Cream 50 ml,0.48
b9c7e1d1-aed6-4380-83a5-6f63cfb3e483,Eisen 14 Bisglycinat,,120.0,Stück,120.0,14.0,mg,17.9,0.15,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; high-bioavailability; optimal-form; ultra-pure; lab-verified,iron,2026-01-29T23:39:56.855097+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Eisen,Mineralien,18,mg,fasted,0.0,5.0,50.0,optimizer,moderat,blood;energy;oxygen,folate;vit_b12;vit_c,caffeine;calcium;magnesium;zinc,Nein,,,10.0,Sauerstofftransport & Energie für Blutbildung,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.57,,,,,,,,,,,,,,,,,,B0F13DDW59,https://www.amazon.de/dp/B0F13DDW59,https://m.media-amazon.com/images/I/51IH2G0tmhL._AC_UL320_.jpg,get your wellbeing by BIOGENA - Iron Duo Complex Vegan Made from Vegetable Iron Bisglycinate + Vitam,0.56
526a5999-2de4-43b5-bcf6-045dd0aaade6,Eisen Bisglycinat 25 Gold,,90.0,capsules,90.0,25.0,mg,22.9,0.25,capsule,Nein,Nein,,,Ja,Nein,0.0,chelat; magenfreundlich; made-in-at,iron,2026-01-28T22:43:12.262624+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Eisen,Mineralien,18,mg,fasted,0.0,5.0,50.0,optimizer,moderat,blood;energy;oxygen,folate;vit_b12;vit_c,caffeine;calcium;magnesium;zinc,Nein,,,9.5,Sauerstofftransport & Energie für Blutbildung,9.5,9.2,8.9,10.0,10.0,10.0,8.6,9.46,,,,,,,,,,,,,,,,,,B00TFWPFNQ,https://www.amazon.de/dp/B00TFWPFNQ,https://m.media-amazon.com/images/I/7137K4REH0L._AC_UL320_.jpg,Iron Iron Of Up Glycinat 319 MG 120 Vegi Capsules – Extra Hochdosiert High Available,0.33
921a96ac-b32a-46b5-ae5d-8bda232f8e2e,Elektrolyt Komplex Gold,,90.0,capsules,45.0,2.0,Kapseln,24.9,0.55,capsule,Nein,Nein,,,Ja,Nein,0.0,natrium; kalium; magnesium; made-in-at,magnesium;potassium;sodium,2026-01-28T23:08:54.924283+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,8.48,,,,energy;muscle;sleep;stress,taurine;vit_b6;vit_b_complex;vit_d3;zinc,calcium;iron,,,,9.5,"Anti-Stress-Mineral für Schlaf, Muskeln & Energie",9.5,9.5,8.9,10.0,10.0,10.0,8.5,9.49,,,,,,,,,,,,,,,,,,,,,,0.0
1d99794d-291f-4937-8610-fafd801307a2,Fadogia Gold 500mg 60 Caps,,60.0,capsules,60.0,500.0,mg,39.9,0.67,capsule,Nein,Nein,,,Ja,Nein,0.0,testosteron; maenner; made-in-at,ashwagandha;zinc,2026-01-28T23:15:03.732855+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,Fadogia Agrestis,Testosteron,600,mg,any,0.0,6.0,60.0,specialist,moderat,cortisol;hormone;immune;skin;sleep;stress;testosterone,copper;l_theanine;magnesium;rhodiola;vit_a;vit_b6;vit_b_complex;vit_c,calcium;copper;iron,Nein,,0.55,9.5,"Adaptogen gegen Stress, für Schlaf & Testosteron",9.5,9.7,8.9,10.0,10.0,10.0,7.8,9.42,,,,,,,,,,,,,,,,,,B0BMB8JVKL,https://www.amazon.de/dp/B0BMB8JVKL,https://m.media-amazon.com/images/I/71jYtmE1ZKL._AC_UL320_.jpg,Fadogia Agrestis High Dose 1200 mg | 60 Capsules | Increased Energy Level | Sporty Performance and E,0.34
5c66ef60-3d73-4b00-bd7a-b325febcc9be,Folat 5-MTHF Quatrefolic,,120.0,Stück,120.0,400.0,µg,19.9,0.17,capsule,Ja,Nein,,,Ja,Nein,0.0,reinsubstanz; GMP; made-in-at; high-bioavailability; optimal-form; ultra-pure; lab-verified,folate,2026-01-29T23:39:56.52568+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,,,,,,,9.7,,,,blood;brain;energy;methylation,iron;vit_b12;vit_b6;vit_c,,,,,10.0,Zellteilung & Methylierung für Schwangerschaft & Gehirn,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.71,,,,,,,,,,,,,,,,,,B09968NDD1,https://www.amazon.de/dp/B09968NDD1,https://m.media-amazon.com/images/I/61r95iRo3aL._AC_UL320_.jpg,"Vitals Folat 5-MTHF - 400mcg Folsäure mit Quatrefolic, 100 Kapseln. Für Schwangerschaft, vegan.",0.4
f13ece29-f98f-4996-a3e8-dff328686252,GABA 500mg Entspannung,,60.0,capsules,60.0,500.0,mg,24.9,0.42,capsule,Nein,Nein,,,Ja,Nein,0.0,pharmaGABA; made-in-at,gaba,2026-01-28T22:43:13.112809+00:00,Biogena,biogena,EU,biogena.com,luxury,longevity; premium; reinsubstanzen,GMP; ISO22000; HACCP,GABA,sleep,500 mg,mg,any,0.0,7.0,50.0,optimizer,moderate,general,l_theanine;magnesium;melatonin,,Nein,,,9.5,Beruhigender Neurotransmitter für Entspannung,9.5,9.2,9.0,10.0,10.0,10.0,8.5,9.46,,,,,,,,,,,,,,,,,,B0F13G46RT,https://www.amazon.de/dp/B0F13G46RT,https://m.media-amazon.com/images/I/61nPp3pyoRL._AC_UL320_.jpg,get your wellbeing by BIOGENA - Anti-Stress Complex for Relaxation & Inner Balance - 60 Capsules - W,0.51
